bgg_id,name,year,game_type,designer,artist,publisher,min_players,max_players,min_players_rec,max_players_rec,min_players_best,max_players_best,min_age,min_age_rec,min_time,max_time,avg_time,category,mechanic,cooperative,compilation,compilation_of,family,implementation,integration,rank,num_votes,avg_rating,stddev_rating,bayes_rating,complexity,language_dependency,bga_id,dbpedia_id,luding_id,spielen_id,wikidata_id,wikipedia_id
12481,Madam X,2004.0,Abstract Game,Maurizio Tarrano,,Faro,1.0,4.0,1.0,4.0,1.0,4.0,9.0,,30.0,30.0,30.0,Abstract Strategy,Point to Point Movement,,,,"Components: 8 x 8 Grids, Traditional Games: Checkers / Draughts",,,,26.0,6.52692,1.19504,,2.5,,,,,,,
12488,WARS Trading Card Game,2004.0,Customizable,"Joe Alread, Michael Girard, Chuck Kallenbach, Tom Lischke, Evan Lorentz, Kendrick Summers","Drew Baker, Joe Boulden, Mike Bruinsma, Wesley Burt, Dennis Calero, Roberto Campus, Stephen Crowe, Liz Danforth, David Deen, Thomas Denmark, Eric Deschamps, Steve Ellis (II), Phillipe Guyenne, Pamelina H., John Howe, Athena Huddleston, Jeff Lee Johnson, April Lee, Seann McAnally, Jim Pavelec, Brian Rood, Joshua Shaw, Michelle Spalding, Nick Stathopoulos, Sedone Thongvilay, Paul Tobin, Francis Tsai, Bradley Will, Kieran Yanner",Decipher,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,45.0,45.0,45.0,"Card Game, Collectible Components, Science Fiction","Hand Management, Variable Player Powers",,,,"Admin: Better Description Needed!, Collectible: Collectible Card Games, Players: Two Player Only Games",1270,,6654.0,283.0,6.7858,1.54353,5.63765,3.0,,,,,,,
12491,UNO: Disney,2002.0,,Merle Robbins,,"Mattel, Inc.",2.0,4.0,2.0,4.0,2.0,4.0,7.0,,20.0,20.0,20.0,"Card Game, Children's Game, Movies / TV / Radio theme",Hand Management,,,,"Brands: Disney, Game: UNO",,,21684.0,46.0,5.10283,1.76151,5.49113,2.0,,,,,,,
12493,Twilight Imperium: Third Edition,2005.0,"Thematic, Strategy Game",Christian T. Petersen,"Scott Schomburg, Brian Schomburg, Tyler Walpole",Fantasy Flight Games,3.0,6.0,4.0,6.0,6.0,6.0,14.0,14.214285714285714,180.0,240.0,210.0,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Action Points, Area-Impulse, Dice Rolling, Follow, Grid Movement, Hexagon Grid, Increase Value of Unchosen Resources, Modular Board, Player Elimination, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",,,,"Components: Hexagonal Tiles, Components: Map (Interplanetary or Interstellar scale), Components: Miniatures, Game: Twilight Imperium, Mechanism: 4X, Misc: Made by Panda, Series: Fantasy Flight Big Box",26055,,109.0,19110.0,7.80268,1.71219,7.5184,4.2561,4.02054794520548,,,,,,
12494,Goodnight Moon,1997.0,Children's Game,Martine Redman,Clement Hurd,Briarpatch,1.0,4.0,1.0,4.0,1.0,4.0,3.0,,10.0,10.0,10.0,"Children's Game, Educational, Memory, Novel-based","Memory, Pattern Recognition",,,,,,,22770.0,68.0,4.91809,1.7044,5.47869,1.0,,,,,,,
12495,Fire & Axe: A Viking Saga,2004.0,Strategy Game,"Steve Kendall, Phil Kendall","Josh Cappel, Jeffrey Edwards, Stéphane Poinsot","Ragnar Brothers, Asmodee, IDW Games, Pandasaurus Games, Pro Ludo",3.0,5.0,3.0,5.0,4.0,5.0,12.0,,30.0,90.0,60.0,"Medieval, Nautical","Action Points, Area Movement, Dice Rolling, Pick-up and Deliver",,,,"Components: Map (Continental / National scale), Components: Miniatures, Continents: Europe, Country: Denmark, Country: Norway, Country: Sweden, History: Viking Expansion, Theme: Vikings",,,1315.0,3147.0,6.99545,1.34423,6.42111,2.6709,,,,,,,
12501,The Franco-Prussian War,1992.0,War Game,Joseph Miranda,"Joy Cohn, Callie Cummins, Christine Lockwood, Mark Simonitch",Decision Games (I),2.0,2.0,2.0,2.0,2.0,2.0,12.0,,360.0,600.0,480.0,"Post-Napoleonic, Wargame","Dice Rolling, Hexagon Grid",,,,"History: Franco-Prussian War, Magazine: Strategy & Tactics, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two Players, Series: Wars of the Imperial Age (Decision Games)",,,10154.0,111.0,6.68829,1.34787,5.56115,3.0909,,,,,,,
12503,Southern Flank,1981.0,War Game,"Derek Gould, Perry Moore",,Swedish Game Production,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,180.0,"Modern Warfare, Wargame","Dice Rolling, Hexagon Grid",,,,"Players: Two Player Only Games, Theme: Alternate History",,,,9.0,5.11111,2.69545,,2.0,,,,,,,
12507,Pigasus,1994.0,,"Monty Stambler, Ann Stambler",Annie Campbell,Gamewright,2.0,6.0,2.0,6.0,2.0,6.0,6.0,,20.0,20.0,20.0,"Card Game, Children's Game",Set Collection,,,,Animals: Pigs,,,,11.0,3.95455,1.05431,,1.0,,,,,,,
12509,The Birding Game with Roger Tory Peterson,1990.0,,(Uncredited),Roger Tory Peterson,Crown Enterprises,2.0,6.0,2.0,6.0,2.0,6.0,,,120.0,120.0,120.0,"Educational, Trivia","Questions and Answers, Roll / Spin and Move",,,,,,,,7.0,3.71429,2.60298,,1.0,,,,,,,
12512,Overlord: 6 juin 1944,2004.0,War Game,Eric Teng,"Didier Bourgeois, Christophe Camilotte",Vae Victis,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,180.0,180.0,180.0,"Wargame, World War II","Dice Rolling, Hexagon Grid",,,,"Components: DTP (Desktop Publishing), Country: France, Magazine: Vae Victis, Players: Two Player Only Games, Series: WWII Operational (Vae Victis)",,,,23.0,6.5913,1.08784,,2.5714,,,,,,,
12514,Schützt unseren Teich!,1987.0,,(Uncredited),Vreni A. Gerber,Ravensburger,2.0,4.0,2.0,4.0,2.0,4.0,4.0,,15.0,15.0,15.0,"Children's Game, Dice, Educational, Environmental",Cooperative Game,1.0,,,,,,,7.0,4.3,1.46287,,1.0,,,,,,,
12530,A Fistfull of Miniatures,1986.0,War Game,Jayson Abbott,,"North Shore Press, Precis Intermedia",2.0,6.0,2.0,6.0,2.0,6.0,12.0,,120.0,120.0,120.0,"Ancient, Fantasy, Medieval, Miniatures, Print & Play, Wargame",Dice Rolling,,,,,,,,8.0,6.75,2.22205,,2.5,,,,,,,
12533,Entrapment,1999.0,Abstract Game,Rich Gowell,,Gowell Classic Games,2.0,2.0,2.0,2.0,2.0,2.0,12.0,,30.0,30.0,30.0,Abstract Strategy,"Enclosure, Square Grid",,,,"Category: Combinatorial, Components: 7 x 7 Grids, Components: Wooden pieces & boards, Digital Implementations: BoardSpace, Players: Two Player Only Games",,,7677.0,107.0,7.94907,1.30733,5.60597,3.1111,,,,,,,
12535,Verzauberte Eulen,1989.0,,Erich Manz,Walter Matheis,"Editoy, HABA",2.0,4.0,2.0,4.0,2.0,4.0,8.0,,30.0,30.0,30.0,"Animals, Children's Game, Dice, Fantasy","Dice Rolling, Pattern Recognition",,,,Animals: Owls,,,,27.0,7.14815,1.78375,,1.6667,,,,,,,
12536,Chekit,1986.0,Abstract Game,"H. T. Morley, Jr.",,"Chekit, Inc., Fame Products, Sundry Products",1.0,6.0,1.0,6.0,1.0,6.0,8.0,,60.0,60.0,60.0,Abstract Strategy,"Pattern Building, Tile Placement",,,,,,,,24.0,5.50417,1.58258,,2.0,,,,,,,
12538,Clocktowers,2004.0,Family Game,"Alan R. Moon, Aaron Weissblum",Jacob Walker,Jolly Roger Games,2.0,4.0,2.0,4.0,2.0,4.0,8.0,,20.0,20.0,20.0,"Card Game, Medieval","Hand Management, Open Drafting, Set Collection",,,,,1155,,11774.0,562.0,5.71265,1.24514,5.54426,1.3889,,,,,,,
12539,Amnesia,1990.0,,"Keith Meyers, Gerry Tomlinson",,"The Game Works, Inc., Parker Brothers",2.0,6.0,2.0,6.0,2.0,6.0,14.0,,30.0,30.0,30.0,"Deduction, Party Game","Role Playing, Trading",,,,Mechanism: Deduction – Blind Man's Bluff,,,18978.0,53.0,5.83962,1.56354,5.50659,1.0,,,,,,,
12544,Dungeons & Dragons Adventure Game: Diablo II Edition,2000.0,Thematic,"Jeff Grubb, Bill Slavicsek","Todd Gamble, Jeff Grubb, Angelika Lokotz, Dawn Murin, R. K. Post, Bill Slavicsek","AMIGO, Wizards of the Coast",2.0,6.0,2.0,6.0,2.0,6.0,10.0,,30.0,30.0,30.0,"Adventure, Fantasy, Fighting, Horror, Medieval, Video Game Theme","Cooperative Game, Dice Rolling, Modular Board, Role Playing",1.0,,,Setting: Dungeons & Dragons,,,20995.0,129.0,5.52969,1.76963,5.49584,2.4286,,,,,,,
12545,The Game of Life: The Simpsons Edition,2004.0,,Reuben Klamer,,"Hasbro, Milton Bradley",2.0,6.0,2.0,6.0,2.0,6.0,9.0,,60.0,60.0,60.0,"Economic, Movies / TV / Radio theme","Roll / Spin and Move, Simulation",,,,"Game: Game of Life, TV Shows: The Simpsons",,,24230.0,412.0,5.03648,1.68915,5.40371,1.25,,,,,,,
12562,Sunrise of Victory: The 1942 Campaign in Russia,1990.0,War Game,Ty Bomba,,"Kokusai-Tsushin Co., Ltd. (国際通信社), XTR Corp",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,300.0,300.0,300.0,"Wargame, World War II","Dice Rolling, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation",,,,"Country: Germany, Country: Russia, Country: Soviet Union, Magazine: Command, Players: Two Player Only Games",,,14257.0,51.0,6.64902,1.38866,5.52826,2.5714,,,,,,,
12567,Russia Besieged,2004.0,War Game,Art Lupinacci,Art Lupinacci,"Kokusai-Tsushin Co., Ltd. (国際通信社), L2 Design Group",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,360.0,360.0,360.0,"Wargame, World War II","Dice Rolling, Hexagon Grid",,,,"Country: Belarus, Country: Estonia, Country: Finland, Country: Germany, Country: Hungary, Country: Italy, Country: Latvia, Country: Lithuania, Country: Romania, Country: Russia, Country: Turkey, Country: Ukraine, History: World War II (Eastern Front), Players: Two Player Only Games",,,7162.0,158.0,7.42911,1.62416,5.62094,3.1429,,,,,,,
12571,Drumlin,1987.0,Abstract Game,Thomas Kotulla,,"Clou, F.X. Schmid",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,45.0,45.0,45.0,Abstract Strategy,,,,,"Components: 8 x 8 Grids, Players: Two Player Only Games",,,,9.0,5.22222,2.29868,,5.0,,,,,,,
12577,Stupiduel,2004.0,,Hugh Barnes,,Lost Adept Distractions,2.0,8.0,2.0,8.0,2.0,8.0,12.0,,90.0,90.0,90.0,"Card Game, Fighting, Humor, Party Game","Storytelling, Voting",,,,,,,16511.0,81.0,6.05802,2.12191,5.51754,1.2222,,,,,,,
12578,Candy Land Card Game,2001.0,,(Uncredited),,"Hasbro, Winning Moves Games (USA)",2.0,2.0,2.0,2.0,2.0,2.0,5.0,,5.0,5.0,5.0,"Card Game, Children's Game","Pattern Building, Pattern Recognition",,,,"Players: Two Player Only Games, Theme: Food / Cooking",,,,13.0,4.0,2.38586,,1.0,,,,,,,
12580,Arthur's Dominoes,1996.0,Children's Game,(Uncredited),Marc Brown,Great American Puzzle Factory,2.0,4.0,2.0,4.0,2.0,4.0,3.0,,10.0,10.0,10.0,"Children's Game, Movies / TV / Radio theme, Novel-based","Pattern Building, Pattern Recognition, Tile Placement",,,,"Characters: Arthur, the Aardvark, Traditional Games: Dominoes",,,,1.0,4.0,,,1.0,,,,,,,
12581,Barnyard Bingo,1994.0,Children's Game,(Uncredited),,"Cardinal, Fisher Price, Longshore Limited, Mattel, Inc., Spin Master Ltd.",2.0,4.0,2.0,4.0,2.0,4.0,3.0,,10.0,10.0,10.0,"Animals, Children's Game, Educational",Pattern Recognition,,,,"Traditional Games: Bingo, TV Shows: Paw Patrol",,,22948.0,31.0,3.96645,2.19682,5.47721,1.0,,,,,,,
12583,Kursk 1943,1993.0,War Game,Duccio Vitale,,Eurogames,2.0,2.0,2.0,2.0,2.0,2.0,14.0,,240.0,240.0,240.0,"Wargame, World War II","Hexagon Grid, Movement Points",,,,"Admin: Better Description Needed!, Cities: Kursk (Russia), Country: Russia, Country: Soviet Union, History: World War II (Eastern Front), Misc: Championnat de France de Wargame, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two Players, Series: Red Star Black Cross",,,,29.0,6.81897,1.28804,,3.0,,,,,,,
12584,Cloak & Dagger,1988.0,,D. M. Hooker,,Eye Spy Enterprises,2.0,6.0,2.0,6.0,2.0,6.0,,,45.0,45.0,45.0,"Card Game, Deduction, Spies/Secret Agents","Open Drafting, Set Collection",,,,,,,19397.0,30.0,5.9,1.51327,5.50453,1.5,,,,,,,
12589,Razzia!,2004.0,"Strategy Game, Family Game",Reiner Knizia,"Ivan Iserte, Michael Menzel","AMIGO, Dragonfly Publishing, Primigenio",2.0,5.0,2.0,5.0,3.0,4.0,12.0,,45.0,45.0,45.0,"Card Game, Mafia","Auction/Bidding, Push Your Luck, Set Collection",,,,"Game: Ra, Theme: Mystery / Crime, Versions & Editions: Card Versions of Non-Card Games",12,,1983.0,1956.0,6.84925,1.26926,6.1803,1.9664,,,,,,,
12594,Das Hessing Spiel,2000.0,,Thomas Fackler,,(Unknown),2.0,4.0,2.0,4.0,2.0,4.0,,,30.0,30.0,30.0,"Card Game, Dice","Open Drafting, Roll / Spin and Move, Set Collection",,,,Admin: Better Description Needed!,,,,1.0,4.0,,,1.0,,,,,,,
12597,Thunder on South Mountain,2000.0,War Game,Scott Holmgren,,Blue Guidon Games,1.0,2.0,1.0,2.0,1.0,2.0,12.0,,240.0,240.0,240.0,"American Civil War, Wargame","Dice Rolling, Hexagon Grid, Simulation",,,,States: Maryland,,,,2.0,7.0,1.0,,2.0,,,,,,,
12599,Marriage Material,2004.0,,"Tamara Cook, Dave Cook (II), Ray Keller, Don Moffett",,"Mad Man's Magic, Zipwhaa, Inc.",2.0,5.0,2.0,5.0,2.0,5.0,15.0,,30.0,30.0,30.0,Card Game,Hand Management,,,,"Admin: Better Description Needed!, Theme: Love / Romance",,,22463.0,90.0,5.24222,1.81008,5.48314,1.0,,,,,,,
12600,G.I. Joe TCG,2004.0,Customizable,"Aaron Forsythe, Robert Gutschera, Rob Heinsoo, Devin Low, Mark Rosewater",,Wizards of the Coast,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,5.0,5.0,5.0,"Card Game, Collectible Components, Movies / TV / Radio theme",Hand Management,,,,"Collectible: Collectible Card Games, Players: Two Player Only Games, Toys: G.I. Joe",,,19541.0,77.0,5.74416,1.93019,5.50362,1.375,,,,,,,
12601,NFL Showdown,2002.0,,Tom Wylie,,Wizards of the Coast,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,30.0,60.0,45.0,"Card Game, Collectible Components, Sports",,,,,"Collectible: Collectible Card Games, Players: Two Player Only Games, Sports Teams: National Football League (NFL), Sports: American Football / Gridiron",,,22523.0,90.0,5.18022,2.00732,5.48261,1.8571,,,,,,,
12603,Spaß im Auto,2003.0,,Günter Burkhardt,Thomas Hammer,Adlung-Spiele,2.0,6.0,2.0,6.0,2.0,6.0,4.0,,5.0,5.0,5.0,"Children's Game, Travel",,,,,,,,,8.0,4.875,1.53603,,1.0,,,,,,,
12604,Box of Golf: A Classic Golf Board Game,2003.0,Family Game,"Stephan Barry, Robert Labrie",,"Box of Golf, Inc.",1.0,4.0,1.0,4.0,1.0,4.0,8.0,,90.0,90.0,90.0,Sports,Point to Point Movement,,,,"Cities: St. Andrews (Scotland, UK), Sports: Golf",,,10645.0,148.0,6.28276,1.49109,5.55516,1.3333,,,,,,,
12608,Chess960,1996.0,Abstract Game,Bobby Fischer,,"(Looking for a publisher), (Public Domain)",2.0,2.0,2.0,2.0,2.0,2.0,10.0,,10.0,180.0,95.0,Abstract Strategy,"Grid Movement, Pattern Movement, Square Grid, Static Capture",,,,"Admin: Outside the Scope of BGG, Category: Combinatorial, Digital Implementations: BoardSpace, Digital Implementations: MindSports, Players: Two Player Only Games, Traditional Games: Chess",,,6885.0,146.0,7.6124,1.63527,5.62968,3.1739,,,,,,,
12610,The Right Moves,1988.0,Abstract Game,(Uncredited),,"Diversified Ventures, Inc.",2.0,4.0,2.0,4.0,2.0,4.0,,,60.0,60.0,60.0,Abstract Strategy,Point to Point Movement,,,,,,,,1.0,5.0,,,2.0,,,,,,,
12611,DinGomino,2001.0,,(Uncredited),,Gigamic,2.0,8.0,2.0,8.0,2.0,8.0,6.0,,20.0,20.0,20.0,Humor,"Pattern Building, Tile Placement",,,,Traditional Games: Dominoes,,,,4.0,4.42,1.01449,,1.0,,,,,,,
12613,Little Trackers,2002.0,,Georg Rönnau,"Hartmut Bieber, Gesa Sander",HABA,2.0,4.0,2.0,4.0,2.0,4.0,6.0,,10.0,10.0,10.0,"Animals, Children's Game, Memory, Racing","Memory, Point to Point Movement, Set Collection, Tile Placement",,,,Animals: Bears,,,,22.0,5.95727,1.24666,,1.0,,,,,,,
12616,Zingo!,2002.0,Children's Game,Theora Design,,"Binary Arts, Chick-Fil-A, Korea Boardgames Co., Ltd., ThinkFun",2.0,8.0,2.0,8.0,2.0,8.0,4.0,,5.0,5.0,5.0,"Children's Game, Educational",Pattern Recognition,,,,"Components: 3 x 3 Grids, Game: Zingo!, Traditional Games: Bingo",,,23830.0,518.0,5.35196,1.54341,5.44791,1.0323,,,,,,,
12622,Hour of Glory: Stronghold Kit,2004.0,Thematic,"Richard Wolfrik Galland, Gav Tyler",,Warm Acre,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,60.0,60.0,60.0,"Miniatures, Print & Play, Spies/Secret Agents, Wargame, World War II","Action Points, Dice Rolling, Grid Movement, Team-Based Game, Variable Player Powers",,,,,,,8615.0,121.0,7.23074,1.48722,5.58603,2.6316,,,,,,,
12623,UWO,2004.0,,Thomas Jansen,Thomas Jansen,"Elven Ear Games, Vendetta, Z-Man Games",2.0,2.0,2.0,2.0,2.0,2.0,10.0,,45.0,45.0,45.0,"Abstract Strategy, Card Game, Humor","Grid Movement, Hand Management, Square Grid",,,,"Creatures: Aliens / Extraterrestrials, Players: Two Player Only Games",,,23477.0,234.0,5.21026,1.55265,5.46319,1.7,,,,,,,
12624,Trivial Pursuit: 10th Anniversary,1992.0,,"Scott Abbot, Chris Haney",,"Horn Abbot Ltd., Parker Brothers",2.0,6.0,2.0,6.0,2.0,6.0,12.0,,60.0,60.0,60.0,"Party Game, Trivia",Roll / Spin and Move,,,,Game: Trivial Pursuit,,,22100.0,53.0,5.07642,1.6881,5.48705,1.5,,,,,,,
12627,Cthulhu 500,2004.0,"Thematic, Party Game",Jeff Tidball,J. Scott Reeves,Atlas Games,3.0,8.0,3.0,8.0,3.0,8.0,13.0,,60.0,60.0,60.0,"Card Game, Horror, Racing",,,,,"Sports: Auto Racing, Theme: Cthulhu Mythos, Theme: Fantasy Sports",,,10175.0,539.0,5.82568,1.47154,5.56108,1.7121,,,,,,,
12629,Marching Through Georgia,1990.0,War Game,Gary Selkirk,Rick Barber,"AGEMA, Clash of Arms Games",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,240.0,240.0,240.0,"American Civil War, Post-Napoleonic, Wargame","Area Movement, Dice Rolling, Minimap Resolution, Movement Points, Simulation",,,,"Country: USA, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two Players, Series: Civil War Campaign (Clash of Arms Games), States: Georgia",,,16519.0,58.0,6.16897,1.69321,5.51749,2.8333,,,,,,,
12630,The Complete Brigadier,1982.0,War Game,J. F. Grossman,Peter Quinlan,Adventure Games,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,180.0,180.0,180.0,"Age of Reason, American Civil War, American Indian Wars, American Revolutionary War, Miniatures, Napoleonic, Wargame",Simultaneous Action Selection,,,,"History: French and Indian War, History: Mexican – American War, History: War of 1812",,,,17.0,7.39412,1.61335,,3.2,,,,,,,
12632,Goldbräu,2004.0,Strategy Game,Franz-Benno Delonge,Franz Vohwinkel,"Hanser, Rio Grande Games, Zoch Verlag",3.0,4.0,3.0,4.0,4.0,4.0,10.0,,60.0,60.0,60.0,Economic,"Area Majority / Influence, Simultaneous Action Selection, Stock Holding",,,,"Admin: Better Description Needed!, Food & Drink: Beer",,,3579.0,1313.0,6.39328,1.30224,5.85976,2.5221,,,,,,,
12633,Mall World,2004.0,Strategy Game,Andrea Meyer,"Stefan Balogh, Sebastian Wagner","BeWitched Spiele, Rio Grande Games",3.0,5.0,3.0,5.0,3.0,5.0,12.0,,80.0,80.0,80.0,"Economic, Territory Building","Auction/Bidding, Hand Management, Pattern Building, Tile Placement",,,,Admin: Better Description Needed!,,,20767.0,322.0,5.49739,1.59732,5.49682,2.8182,,,,,,,
12634,Hispaniola,2004.0,,Michael Schacht,,"Cafe Games, Pro Ludo, PS-Games, Ubik",3.0,5.0,3.0,5.0,3.0,5.0,10.0,,30.0,30.0,30.0,"Card Game, Pirates",Trick-taking,,,,"Country: Dominican Republic, Country: Haiti",,,23314.0,213.0,5.20892,1.51244,5.47054,1.5484,,,,,,,
12637,X-Men: Crisis in the Danger Room,1994.0,,(Uncredited),(Uncredited),Pressman Toy Corp.,2.0,4.0,2.0,4.0,2.0,4.0,,,30.0,30.0,30.0,"Comic Book / Strip, Dice, Racing",Roll / Spin and Move,,,,"Comic Books: Marvel Universe, Comic Books: The X-Men, Theme: Superheroes",,,22121.0,31.0,4.66129,2.12279,5.48747,1.0,,,,,,,
12639,Mighty Armies,2004.0,,"Michael Renegar, Matthew Sprange",Diego Gisbert Llorens,"Mongoose Publishing, Rebel Minis",2.0,2.0,2.0,2.0,2.0,2.0,12.0,,20.0,20.0,20.0,"Fantasy, Fighting, Miniatures, Wargame","Action Points, Dice Rolling, Modular Board",,,,Players: Two Player Only Games,,,,28.0,6.71429,1.57791,,1.375,,,,,,,
12640,Super-Hirn,1998.0,,"Arthur von Schaik, Paul van der Zande",,Jumbo,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,60.0,60.0,60.0,"Memory, Puzzle","Memory, Pattern Recognition, Roll / Spin and Move",,,,,,,,24.0,5.0875,1.24543,,2.5,,,,,,,
12641,Greenline: Chechnya,1996.0,War Game,Joseph Miranda,,Game Publications Group,1.0,2.0,1.0,2.0,1.0,2.0,12.0,,180.0,180.0,180.0,"Modern Warfare, Wargame","Dice Rolling, Hexagon Grid, Simulation",,,,"History: Russo-Chechen Wars, Magazine: Gamefix, Region: Caucasus",,,,24.0,5.8538,1.27987,,2.0,,,,,,,
12642,Army of Darkness Card Game,2004.0,,"M. Alexander Jurkat, George Vasilakos",George Vasilakos,Eden Studios,2.0,4.0,2.0,4.0,2.0,4.0,12.0,,30.0,30.0,30.0,"Card Game, Horror, Movies / TV / Radio theme",Hand Management,,,,"Movies: Evil Dead / Army of Darkness, Movies: Horror Movies",,,23836.0,219.0,5.03721,1.7727,5.44743,1.3214,,,,,,,
12644,Echelon,1989.0,,(Uncredited),,The Great Games Company,2.0,6.0,2.0,6.0,2.0,6.0,12.0,,45.0,45.0,45.0,"Card Game, Memory",Memory,,,,,,,,28.0,6.53571,1.5232,,1.3333,,,,,,,
12646,Acronymble,1991.0,,Steven May,,"Acronymwits, Inc.",4.0,8.0,4.0,8.0,4.0,8.0,12.0,,60.0,60.0,60.0,"Humor, Party Game, Word Game",Voting,,,,,,,,4.0,7.67,1.67383,,2.0,,,,,,,
12649,NFL-opoly,1994.0,,(Uncredited),,USA Games Inc,2.0,6.0,2.0,6.0,2.0,6.0,8.0,,60.0,60.0,60.0,Sports,"Roll / Spin and Move, Set Collection, Trading",,,,"Series: Monopoly-Like, Sports Teams: National Football League (NFL), Sports: American Football / Gridiron",,,23310.0,35.0,3.95714,1.92862,5.47104,1.4,,,,,,,
12665,Blockbusters Gold Run Card Game,1985.0,,Mark Goodson,,Waddingtons,2.0,2.0,2.0,2.0,2.0,2.0,8.0,,20.0,20.0,20.0,"Movies / TV / Radio theme, Trivia",,,,,"Players: Two Player Only Games, TV Shows: Blockbusters, TV Shows: TV Game Shows",,,,17.0,5.14706,2.12662,,1.0,,,,,,,
12675,The Simpsons Group Photo,2003.0,,(Uncredited),,The Op,2.0,4.0,2.0,4.0,2.0,4.0,10.0,,15.0,15.0,15.0,"Card Game, Memory, Movies / TV / Radio theme","Memory, Open Drafting, Pattern Recognition, Set Collection",,,,TV Shows: The Simpsons,,,19832.0,35.0,5.78991,1.61709,5.50247,1.0,,,,,,,
12679,Scottish Highland Whisky Race,2004.0,,Andreas Steding,Craig Grando,"JKLM Games, MOD Games (German Publisher)",3.0,6.0,3.0,6.0,3.0,6.0,8.0,,60.0,60.0,60.0,Racing,Pick-up and Deliver,,,,"Country: Scotland, Food & Drink: Liquor / Cocktails",,,16336.0,61.0,6.06656,1.32534,5.5182,2.0,,,,,,,
12681,Neuland,2004.0,Strategy Game,"Peter Eggert, Tobias Stapelfeldt","Klemens Franz, Steffi Krage, Andreas Resch","eggertspiele, Z-Man Games",2.0,4.0,2.0,3.0,3.0,3.0,14.0,,60.0,120.0,90.0,"Civilization, Economic","Action Points, Tile Placement, Turn Order: Time Track, Worker Placement",,,,,,,3242.0,1442.0,6.45545,1.53892,5.91199,3.7,,,,,,,
12683,Cookin' Cookies,2003.0,,(Uncredited),,"Fundex, University Games",2.0,4.0,2.0,4.0,2.0,4.0,4.0,,10.0,10.0,10.0,"Card Game, Children's Game","Pick-up and Deliver, Set Collection, Simultaneous Action Selection",,,,"Food & Drink: Cookies, Series: Lunchbox Games (Fundex), Theme: Food / Cooking",,,21222.0,48.0,5.30833,1.60648,5.49461,1.0,,,,,,,
12686,Welt der Abenteuer,2004.0,,"Wolfgang Dirscherl, Markus Nikisch",Ales Vrtal,HABA,2.0,4.0,2.0,4.0,2.0,4.0,4.0,,25.0,25.0,25.0,"Action / Dexterity, Children's Game, Memory",Memory,,,,,,,16987.0,31.0,6.41935,1.40905,5.51525,1.0,,,,,,,
12691,Warmaster Chess 2000,1998.0,War Game,Ty Bomba,,XTR Corp,2.0,2.0,2.0,2.0,2.0,2.0,10.0,,60.0,60.0,60.0,Abstract Strategy,Grid Movement,,,,"Components: 16 x 16 Grids, Players: Two Player Only Games, Traditional Games: Chess",,,24113.0,52.0,2.85558,2.50446,5.4243,2.5,,,,,,,
12692,Gloom,2005.0,Thematic,Keith Baker,"Michelle Nephew, J. Scott Reeves, Todd Remick","Atlas Games, Black Monk, Calamity Games, Edge Entertainment, uplay.it edizioni",2.0,5.0,2.0,4.0,4.0,4.0,13.0,10.36842105263158,60.0,60.0,60.0,"Card Game, Horror, Humor","Hand Management, Layering, Lose a Turn, Storytelling, Take That",,,,"Components: Transparent Elements, Digital Implementations: Steam, Game: Gloom",,"95234,172062,214898,267506,316850,164110",2060.0,15177.0,6.32844,1.43988,6.15985,1.6329,3.9038461538461537,,,,,,
12693,Richard Petty Racing Trivia Game,1998.0,,(Uncredited),,Cardinal,2.0,4.0,2.0,4.0,2.0,4.0,,,30.0,30.0,30.0,"Racing, Sports, Trivia",Dice Rolling,,,,"Sports: Auto Racing, Trivia: Sports",,,,3.0,4.66667,0.471405,,1.0,,,,,,,
12695,Inspiration,1994.0,,"Sara Finch, Leslie Scott",,"Oxford Games, Ltd.",3.0,6.0,3.0,6.0,3.0,6.0,12.0,,30.0,30.0,30.0,"Bluffing, Party Game, Trivia",Paper-and-Pencil,,,,,,,,17.0,6.05588,1.74978,,1.0,,,,,,,
12697,101 Dalmatians Game,1991.0,Children's Game,(Uncredited),,Milton Bradley,2.0,4.0,2.0,4.0,2.0,4.0,4.0,,20.0,20.0,20.0,"Children's Game, Movies / TV / Radio theme, Novel-based",Roll / Spin and Move,,,,"Animals: Dogs, Brands: Disney, Characters: 101 Dalmatians",,,,12.0,6.08333,2.49861,,1.0,,,,,,,
